CUSTOMER_ID;CUSTOMER_DESCR;Country_Res_descr (4);Matched Region
50067405;Arend Rijssen C.V.;Netherlands;Western Europe
50067418;AB Sagax;Sweden;Western Europe
50067433;Eszet Holding B.V.;Netherlands;Western Europe
50067442;Internet Security Systems Ltda;Brazil;Latin America
50067459;DG²;Belgium;Western Europe
50067459;DG2 NV;Belgium;Western Europe
50067478;Smartsheet Inc;United States;North America
50067490;Cheops Capital Partners NV;Belgium;Western Europe
50067923;Combi: Ludwig, F.T.J./Ribeiro da Silva-Ludwig, M.D.F.;Netherlands;Western Europe
50067924;Alliance Green Services Deutschland GmbH;Germany;Western Europe
50067946;Combi: Haan, W.A. de/Joosten, A.M.;Netherlands;Western Europe
50067969;DD Invest 2B SARL;Luxembourg;Western Europe
50068200;BLACKSTONE CREDIT SYSTEMATIC STRATEGIES LLC;United States;North America
50068246;Keystone Core Holdings SARL;Luxembourg;Western Europe
50068249;StepStone European Fund GP;Luxembourg;Western Europe
50068333;Gefco Forwarding Slovakia s.r.o.;Slovakia;Central and Eastern Europe
50068347;Stepstone European Fund - Stepstone Capital Parners III;Luxembourg;Western Europe
50068358;Stepstone European Fund - Stepstone Real Estate Partners III;Luxembourg;Western Europe
50068433;Magnolia Oil & Gas Operating LLC;United States;North America
50068657;Falcon Minerals Corp;United States;North America
50068657;Osprey Energy Acquisition Corp.;United States;North America
50070933;Myboeken B.V.;Netherlands;Western Europe
50072160;Kabeldistrict Beheer B.V.;Netherlands;Western Europe
50072161;Kadans Science Partner X B.V.;Netherlands;Western Europe
50073124;The Sting Sourcing & Productions B.V.;Netherlands;Western Europe
50074195;Combi: Rappange R.P./ Stichting Spavola;Netherlands;Western Europe
50074511;IGM Resins USA Inc.;United States;North America
50074830;Living Vredeoord B.V.;Netherlands;Western Europe
50075196;Elizabeth Finance 2018 Designated Activity Company;Ireland;Western Europe
50075209;Exponent Private Equity Partners IV LP;United Kingdom;Western Europe
50075214;Newport Group Holdings II, Inc.;United States;North America
50075974;Zehnder (China) Indoor Climate Co., Ltd;China;Asia
50076003;Loonie Propco Bleiswijk Coöperatieve U.A.;Netherlands;Western Europe
50076025;Khazna Data Center Limited;United Arab Emirates;Asia
50076237;MHP Trading FZE;United Arab Emirates;Asia
50076266;Monument Finco Limited;Cayman Islands;Latin America
50076294;OYF24662100;Turkey;Central and Eastern Europe
50076918;Delta Health Trade SRL;Romania;Central and Eastern Europe
50076924;Euroclinic Hospital SA;Romania;Central and Eastern Europe
50076942;Delta Health Care SRL;Romania;Central and Eastern Europe
50076943;Dream Amsterdam (Lux) Sarl;Luxembourg;Western Europe
50076943;GPE III Amsterdam (Lux) SARL;Luxembourg;Western Europe
50076955;Schaeffler Ansan Corporation;Korea, Republic of;Asia
50076972;FDI OTP Real Estate & Construction;Romania;Central and Eastern Europe
50077275;Tok Poland Sp. z o.o.;Poland;Central and Eastern Europe
50077494;Alera Group Intermediate Holdings, Inc.;United States;North America
50077546;Premise Health Holding Corp.;United States;North America
50077666;Harina Company Limited;Bermuda;North America
50077698;PDC Industrial Center 48 Sp. z o.o.;Poland;Central and Eastern Europe
50077698;PDC Industrial Center 48 sp. z o.o;Poland;Central and Eastern Europe
50077840;SG Industrial Center 02 Sp. z o.o.;Poland;Central and Eastern Europe
50077849;Industrial Center 28/23 Sp. z o.o.;Poland;Central and Eastern Europe
50077878;NatWest Markets plc, GUA, Spectra FX Solutions LLP;United Kingdom;Western Europe
50077952;Santander Consumer Finance Schweiz AG;Switzerland;Western Europe
50077952;PSA Finance Suisse SA;Switzerland;Western Europe
50077963;Global Manager Platform - Active Recycling;Luxembourg;Western Europe
50077969;Global Manager Platform - Behaviour Europe Equities;Luxembourg;Western Europe
50078002;PT Bumi Suksesindo;Indonesia;Asia
50078005;Blackstone Property Partners Europe Holdings S.A R.L.;Luxembourg;Western Europe
50078005;Blackstone Property Partners Europe Holdings Sarl;Luxembourg;Western Europe
50078052;Biologia Y Nutricion SA;Spain;Western Europe
50078059;UNITED PETFOOD SPAIN S.L.;Spain;Western Europe
50078059;Bynsa Mascotas S.L.;Spain;Western Europe
50078060;UBM Farm Takarmány Zártköruen Muködo Részvénytársaság;Hungary;Central and Eastern Europe
50078080;CENTIVA CAPITAL LP;United States;North America
50078105;Mega International Commercial Bank Co Ltd, Houli Branch;Taiwan;Asia
50078264;Safic Alcan Espana S.A.U;Spain;Western Europe
50078309;Safic Alcan Especialidades S.A.U.;Spain;Western Europe
50078509;Shinhan Card 2018-2 Asset Securitisation Specialty Co., LTD.;Korea, Republic of;Asia
50078606;Mega International Commercial Bank Co Ltd, Central Taichung Branch;Taiwan;Asia
50078616;Mega International Commercial Bank Co Ltd, Fengyuan branch;Taiwan;Asia
50080596;CEF 200 B.V.;Netherlands;Western Europe
50083405;OTS V B.V.;Netherlands;Western Europe
50083904;CPI Property Group S.A;Luxembourg;Western Europe
50084023;DSM Nutritional Products AG;Switzerland;Western Europe
50084123;AK GIDA Sanayi ve Ticaret A.S.;Turkey;Central and Eastern Europe
50084392;Johnson Controls Belgium Holding NV;Belgium;Western Europe
50085089;Jianlong (Hongkong) International Trade Co., Ltd;Hong Kong;Asia
50085089;Jianlong (Hongkong) International Trade Co., Ltd;China;Asia
50085100;Hong Kong Jianlong Resources Co., Ltd;China;Asia
50085341;HECF Saint-Honore SCI;France;Western Europe
50085345;ExodusPoint Capital Management LP;United States;North America
50085355;China-Base Resource Singapore Pte Ltd;Singapore;Asia
50085498;CS Equipment I (Bermuda) Ltd;Bermuda;North America
50085498;CS Equipment I (Bermuda) Ltd;United States;North America
50085523;Enstar US (Asia-Pac) Holdings Limited;United Kingdom;Western Europe
50085822;PVHC Holding Corp;United States;North America
50085830;Contemporary Amperex Technology Co., Limited;China;Asia
50086027;Johnson Controls Luxembourg BE HQ Holding Sarl;Luxembourg;Western Europe
50086167;Explorer Carrier Co. Ltd.;Monaco;Western Europe
50086170;Navigator Carrier Co. Ltd.;Monaco;Western Europe
50086172;Singapore Shipping Co. Ltd.;Monaco;Western Europe
50086176;Windsor Carrier Co. Ltd.;Monaco;Western Europe
50086310;Menthe Investments Sarl;Luxembourg;Western Europe
50086437;GIP III Stetson II L.P.;United States;North America
50086509;Macquarie Asia Infrastructure Investments 2 Pte. Ltd.;Singapore;Asia
50086632;Holding Mademoiselle Desserts;France;Western Europe
50086653;Assab Steels Taiwan Co., Ltd.;Taiwan;Asia
50086662;8BF1 SARL;Luxembourg;Western Europe
50086667;Solapen SARL;Luxembourg;Western Europe
50086709;Coso Team UK LTD;United Kingdom;Western Europe
50086731;Maersk Drilling Holding A/S;Denmark;Western Europe
50086895;MLP Pruszków IV Sp. z o.o.;Poland;Central and Eastern Europe
50086896;MLP Pruszków III Sp. z o.o.;Poland;Central and Eastern Europe
50087096;IQVIA RDS Inc;United States;North America
50087128;ASSAB STEELS KOREA Co., Ltd;Korea, Republic of;Asia
50087130;KB Wines Corporation;United States;North America
50087131;KB Wines, LLC;United States;North America
50087133;Domaine M.B., LLC;United States;North America
50087134;Chenoweth Graham LLC;United States;North America
50087135;Two Degrees New Zealand Limited;New Zealand;Australia
50087136;Two Degrees Networks Limited;New Zealand;Australia
50087143;Acciona Financiacion Filiales Australia Pty Ltd;Australia;Australia
50087454;Bank of Taiwan, Taichung Science Park Branch;Taiwan;Asia
50088112;VDL Energy Systems B.V.;Netherlands;Western Europe
50089076;Lingehorst Beheer B.V.;Netherlands;Western Europe
50090390;EQT Holdings Mid Market Asia III Coöperatief U.A.;Netherlands;Western Europe
50090397;Mesoline B.V.;Netherlands;Western Europe
50090397;ETC Solar B.V.;Netherlands;Western Europe
50090959;Onelog NL Sittard B.V.;Netherlands;Western Europe
50091408;Instrumentarium Michal Adamek;Poland;Central and Eastern Europe
50091455;Canara Bank, Mid Corp Branch Coimbatore;India;Asia
50091664;BFF Luxembourg Sarl;Luxembourg;Western Europe
50091674;Cb Bricks Top Luxco Sarl;Luxembourg;Western Europe
50091741;ExodusPoint Partners Master Fund LP;Cayman Islands;Latin America
50092095;Ascend Dragon Limited;Hong Kong;Asia
50092097;Shine Spring Limited;Hong Kong;Asia
50092099;Joy Golden Limited;Hong Kong;Asia
50092100;Shanghai Hanzhi Industry Ltd.;China;Asia
50092101;Shanghai Runyu Industry Ltd.;China;Asia
50092104;Shanghai Huanzhen Industry Ltd.;China;Asia
50092116;Solar Screen International SA;Luxembourg;Western Europe
50092137;Combi: Coen Hendriks Holding B.V./Coen Hendriks Vastgoed B.V.;Netherlands;Western Europe
50092141;EQT public Value Holdings SCSP;Luxembourg;Western Europe
50092152;ICG SDP Treasury Limited;Jersey;Western Europe
50092441;Dyczkowski & Romanski Spólka Jawna;Poland;Central and Eastern Europe
50092670;Twin Disc European Distribution;Belgium;Western Europe
50092670;TWIN Disc European Distribution SPRL;Belgium;Western Europe
50092805;HEALTH MATE;Belgium;Western Europe
50093145;BAOHUA STEEL INTERNATIONAL PTE. LIMITED;Singapore;Asia
50093159;ACTIEF INTERNATIONAL BV;Netherlands;Western Europe
50093204;DSV Air & Sea Inc.;United States;North America
50093206;DSV Road Inc.;United States;North America
50093219;Connectify NV;Belgium;Western Europe
50093220;DSV solutions LLC;United States;North America
50093395;lu4284068;Luxembourg;Western Europe
50093719;McDermott (Amazon Chartering) Inc.;United States;North America
50093721;Tilray Inc;Canada;North America
50093958;Johnson Controls Luxembourg MAC Holding Sarl;Luxembourg;Western Europe
50094098;Ina Acquisition Sarl;Luxembourg;Western Europe
50094112;Midway Unit 1 Sarl;Luxembourg;Western Europe
50094114;Midway Unit 2 Sarl;Luxembourg;Western Europe
50094181;Gameloft Bulgaria EOOD;Bulgaria;Central and Eastern Europe
50094192;Impala Terminals Peru S.A.C.;Peru;Latin America
50094464;Adar Macro Fund Ltd;Cayman Islands;Latin America
50094476;SMR Automotive Systems USA, Inc;United States;North America
50094487;AEGON Premium Everest Alapokba Fekteto Reszalap;Hungary;Central and Eastern Europe
50094490;AEGON Premium Dynamic Alapokba Fekteto Reszalap;Hungary;Central and Eastern Europe
50094492;AEGON Premium Expert Alapokba Fekteto Reszalap;Hungary;Central and Eastern Europe
50094524;SBI Parapara Shipping Company Limited;United States;North America
50094525;SBI Zumba Shipping Company Limited;United States;North America
50094535;Lhoist Corporate Finance Ltd;Ireland;Western Europe
50094571;OYF24771970;Turkey;Central and Eastern Europe
50094726;PSU Fifth Pte Ltd;Singapore;Asia
50094727;PSU Sixth Pte Ltd;Singapore;Asia
50094728;PSU Seventh Pte Ltd;Singapore;Asia
50094729;PSU Eighth Pte Ltd;Singapore;Asia
50094731;BLC First Pte Ltd;Singapore;Asia
50094732;BLC Second Pte Ltd;Singapore;Asia
50094733;BLC Third Pte Ltd;Singapore;Asia
50095062;Jerome Bidco Pty Ltd;Australia;Australia
50095074;Systeam GmbH;Germany;Western Europe
50095078;Beluga Shipping Pte Ltd;Singapore;Asia
50095090;EQT Infrastructure IV (No.1) EUR SCSp;Luxembourg;Western Europe
50095091;Cekap Shipping Pte Ltd;Singapore;Asia
50095093;Cergas Shipping Pte Ltd;Singapore;Asia
50095099;EQT Infrastructure IV (No.2) EUR SCSp;Luxembourg;Western Europe
50095100;Mahuta Shipping Pte Ltd;Singapore;Asia
50095104;EQT Infrastructure IV (No.1) USD SCSp;Luxembourg;Western Europe
50095106;Orca Shipping Pte Ltd;Singapore;Asia
50095108;Plover Shipping Pte Ltd;Singapore;Asia
50095109;EQT Infrastructure IV (No.2) USD SCSp;Luxembourg;Western Europe
50095115;Pulas Shipping Pte Ltd;Singapore;Asia
50095122;EQT Infrastructure IV Collect EUR SCSp;Luxembourg;Western Europe
50095131;EQT Infrastructure IV Collect USD SCSp;Luxembourg;Western Europe
50095132;EQT Infrastructure IV EUR SCSp;Luxembourg;Western Europe
50095134;EQT Infrastructure IV USD SCSp;Luxembourg;Western Europe
50095190;CBB International Sukuk Co 7SPC;Bahrain;Asia
50095317;Productores De Envases Farmaceuticos S.A.S;Colombia;Latin America
50095352;RCP Residential USA II Limited Partnership;United States;North America
50095524;Falcon Minerals Operating Partnership, LP;United States;North America
50095609;OYF24532133;Turkey;Central and Eastern Europe
50096359;Beesd Infra Management B.V.;Netherlands;Western Europe
50096951;EQT Holdings Infrastructure IV Coöperatief U.A.;Netherlands;Western Europe
50100057;Global Academic Group Limited;New Zealand;Australia
50100245;OYF24783527;Turkey;Central and Eastern Europe
50100279;Vontobel Asset Management S.A., Munich branch;Germany;Western Europe
50100330;LWM International B.V., Deutsche Zweigniederlassung;Germany;Western Europe
50100343;Exponent Private Equity Partners IV (AIV) LP;United Kingdom;Western Europe
50100943;Combi: Ritmeester, M.A. / Ritmeester, Q.N.W.;Netherlands;Western Europe
50101154;Brightview Landscapes, LLC;United States;North America
50101162;CLIP No. 148 Co., Ltd.;Japan;Asia
50101164;CLIP No. 149 Co., Ltd.;Japan;Asia
50101692;ENVIRONMENT FINANCE Sp. z o.o.;Poland;Central and Eastern Europe
50102114;Taiwan Cooperative Bank ltd., Taichung Branch;Taiwan;Asia
50102228;ESTABLISHMENT LABS HOLDINGS;Virgin Islands, British;Latin America
50102260;ARVAL SERVICE LEASE, S.A.;Spain;Western Europe
50102465;Sebit Egitim ve Bilgi Teknolojileri A.S.;Turkey;Central and Eastern Europe
50102498;SNC Orchid Leasing 1;Turkey;Central and Eastern Europe
50102516;Jefferies GmbH;Germany;Western Europe
50102520;ARCELORMITTAL PACKAGING UKRAINA LLC;Ukraine;Central and Eastern Europe
50102583;Swan Marine Limited;Monaco;Western Europe
50102601;Cloud Network Technology Korlátolt Felelosségu Társaság;Hungary;Central and Eastern Europe
50106179;24-7 Intouch Inc;Canada;North America
50106245;OYF8442838;Turkey;Central and Eastern Europe
50106500;VTB Bank (public joint-stock company), Rostov on Don branch;Russian Federation;Central and Eastern Europe
50106549;IONITY GmbH;Germany;Western Europe
50106612;EQT Nile Co-Investment LP;United Kingdom;Western Europe
50106677;Ethiopian Leasing (65397) Ltd.;Ethiopia;Africa
50106838;Ceridian HCM Holding Inc;United States;North America
50106899;oOh!media Limited;Australia;Australia
50107182;Tishman Speyer European Real Estate Venture VIII Parallel SCSp;Luxembourg;Western Europe
50107371;WSP Global Inc.;Canada;North America
50108045;LCH Ltd, LCH EquityClear Service;United Kingdom;Western Europe
50108085;MIF I no. 13 K/S;Denmark;Western Europe
50108099;MIF I no. 12 K/S;Denmark;Western Europe
50108109;SHIP No. 117 Co., Ltd.;Japan;Asia
50108118;SHIP No. 118 Co., Ltd.;Japan;Asia
50108125;SHIP No. 119 Co., Ltd.;Japan;Asia
50108127;SHIP No. 120 Co., Ltd.;Japan;Asia
50108129;SHIP No. 121 Co., Ltd.;Japan;Asia
50108168;SHIP No. 122 Co., Ltd.;Japan;Asia
50108170;SHIP No. 123 Co., Ltd.;Japan;Asia
50108172;SHIP No. 124 Co., Ltd.;Japan;Asia
50108250;Johnson Controls JIFG SCS;Luxembourg;Western Europe
50108260;Johnson Controls TFSF SCS;Luxembourg;Western Europe
50108262;Johnson Controls Czech Holding SARL;Luxembourg;Western Europe
50108268;Johnson Controls Luxembourg International Holdings Sarl;Luxembourg;Western Europe
50108469;Bakker Belgium NV;Belgium;Western Europe
50108586;OYF24508006;Turkey;Central and Eastern Europe
50108590;Shining Beam Coöperatief U.A.;Netherlands;Western Europe
50108626;Impact Healthcare Reit PLC;United Kingdom;Western Europe
50108630;Tritax EuroBox PLC;United Kingdom;Western Europe
50108640;InterCapital Global Bond;Croatia;Central and Eastern Europe
50108653;InterCapital Bond;Croatia;Central and Eastern Europe
50108657;Cape Ocean Maritime LLC;United States;North America
50108658;Cape Horizon Shipping LLC;United States;North America
50108697;OYF11775210;Turkey;Central and Eastern Europe
50108750;ICAM Total Return;Croatia;Central and Eastern Europe
50108753;ICAM CONSERVATIVE PRIVATE;Croatia;Central and Eastern Europe
50108753;ICAM Capital Private 2;Croatia;Central and Eastern Europe
50108755;ICAM DYNAMIC ALLOCATION;Croatia;Central and Eastern Europe
50108755;ICAM Capital Private 3;Croatia;Central and Eastern Europe
50108764;Hai Jiao 1801 Limited;Greece;Western Europe
50108764;Hai Jiao 1801 Limited;China;Asia
50109028;Subfundusz Energia Ochrony Absolutnej Stopy Zwrotu;Poland;Central and Eastern Europe
50109163;IWG Czech Republic s.r.o.;Czechia;Central and Eastern Europe
50109198;Prague NILE HOUSE Business Centre s.r.o.;Czechia;Central and Eastern Europe
50109214;Prague PARKVIEW Business Centre s.r.o.;Czechia;Central and Eastern Europe
50109426;Great Plains Underground Construction, LLC;United States;North America
50109426;Great Plains Underground Construction, Inc.;United States;North America
50109435;Clarios Global LP;Canada;North America
50109622;Novelis Acquisitions LLC;United States;North America
50109682;Nomura Financial Products Europe GmbH;Germany;Western Europe
50109760;Selecta AF B.V.;Netherlands;Western Europe
50109829;Mikobud Spólka Z Ograniczona Odpowiedzialnoscia Spólka Komandytowa;Poland;Central and Eastern Europe
50109871;LAIRD TECHNOLOGIES, INC.;United States;North America
50109874;Laird s.r.o.;Czechia;Central and Eastern Europe
50109907;CityFibre Ltd;United Kingdom;Western Europe
50110118;Geely Sweden Financials AB;Sweden;Western Europe
50110165;Acg 3 Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50110612;Intouch DE LLC;Canada;North America
50110614;Mission Produce, Inc.;United States;North America
50110875;Banco Santander Brasil SA, Luxembourg branch;Luxembourg;Western Europe
50111051;Abbott Delaware LLC;United States;North America
50111052;SPT Infrastructure Finance Sub-1, LLC;United States;North America
50111054;SPT Infrastructure Finance Sub-2, Ltd;United States;North America
50111056;CLIP No.139 Co., Ltd.;Japan;Asia
50111298;CR & CNIC Investment Limited;Hong Kong;Asia
50111322;WOLTERS KLUWER ROMÂNIA SRL;Romania;Central and Eastern Europe
50111358;NY8773;Cayman Islands;Latin America
50111361;NY8774;Cayman Islands;Latin America
50111458;Everest SubBidCo;France;Western Europe
50111563;Montagu V LP;United Kingdom;Western Europe
50111572;Napag Trading Limited;United Kingdom;Western Europe
50111714;10940984 Canada Inc.;Canada;North America
50111715;ASSA ABLOY GLOBAL SOLUTIONS ROMANIA S.R.L.;Romania;Central and Eastern Europe
50111715;Assa Abloy Hospitality CES SRL;Romania;Central and Eastern Europe
50111783;China Everbright Bank Company Ltd, Huhehaote branch;China;Asia
50111789;Bank of Taiwan, Bank of Taiwan Xin Hu Branch;Taiwan;Asia
50111953;PEREF CK DV Amsterdam S.à.r.l.;Luxembourg;Western Europe
50112335;SPT Infrastructure Finance Sub-3, LLC;United States;North America
50112346;Elektrownia Pv Bobrzany Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50112352;Yge Poland Solar 4 Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50112376;Power Plant Rotterdam Holding B.V;Netherlands;Western Europe
50112384;Power Plant Rotterdam b.v.;Netherlands;Western Europe
50112394;Gulix Investments SARL;Luxembourg;Western Europe
50112492;Xiaomi Corporation;Cayman Islands;Latin America
50112505;Elektrownia Pv Dzierzazenko Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50112697;Chenavari Capital Solutions Ltd;United Kingdom;Western Europe
50112753;Ikon Petroleum SA;Switzerland;Western Europe
50112925;Liberty Mutual Insurance Europe SE;Luxembourg;Western Europe
50112970;SDI Sicaf-Fiis SA;Belgium;Western Europe
50113066;R.Power Solar Wschód Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50113188;Elektrownia Pv Anielin Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50113197;Elektrownia Pv Korabiewice Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50113209;Elektrownia Pv Milewko Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50113242;Elektrownia Pv Bajdy Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50113265;Formosa 2 Wind Power Co., Ltd.;Taiwan;Asia
50113283;Agricultural Bank Of China Ltd, Macau branch;Macao;Asia
50113291;Industrial Bank Co Ltd, Shijiazhuang branch;China;Asia
50113820;SDG Hong Kong Limited;Hong Kong;Asia
50113820;YANDEX E-COMMERCE LIMITED;Hong Kong;Asia
50113891;FACT S.A.;Luxembourg;Western Europe
50113894;Elektrownia Pv Krepa Górna Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50113914;Johnson Controls Luxembourg CI Holding Sarl;Luxembourg;Western Europe
50113914;Johnson Controls Luxembourg Cayman Holding Sarl;Luxembourg;Western Europe
50113922;Johnson Controls Australia Holding Sarl;Luxembourg;Western Europe
50113942;Azelis Switzerland AG;Switzerland;Western Europe
50113970;Elektrownia Pv Olszanka Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50114090;Moda Ingleside Energy Center, LLC;United States;North America
50114366;Tyco Building Services Products (Belgium) NV;Belgium;Western Europe
50114888;Cambodian Transmission Limited;Cambodia;Asia
50114893;Biuro Projektów Komunikacyjnych W Poznaniu Spólka Z Oo;Poland;Central and Eastern Europe
50115111;Elektrownia Pv Glinki Mokre Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50115242;Johnson Controls Plastics Spain Holding Sarl;Luxembourg;Western Europe
50115246;R.Power Solar Zachód Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50115302;R. Power Solar Centrum Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50115313;Solumconcept Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50115336;Elektrownie Mitra Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50115339;Elektrownia Pv Rzemiechów Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50115341;Elektrownia Pv Zimnica Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50115356;Elektrownia Pv Kroscina Wielka 2 Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50115357;Elektrownia Pv Smolanka Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50115374;Elektrownia Pv Kroscina Wielka 1 Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50115391;Elektrownia Pv Gosciejewice Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50115736;GSO Capital Solutions Fund II LP;United States;North America
50115746;Sparks Battery Holdings LLC;United States;North America
50115782;Sonos Inc;United States;North America
50115933;ALBA Europe Holding plc & Co. KG;Germany;Western Europe
50116075;TEMPUS HOLDINGS 15 SARL;Luxembourg;Western Europe
50116098;WALTER LUXEMBOURG SA;Luxembourg;Western Europe
50116145;Volkswagen Bank GmbH, Sp. z o.o. oddzial w Polsce;Poland;Central and Eastern Europe
50116165;H.I.G. LUXEMBOURG HOLDINGS ROLLAND SARL;Luxembourg;Western Europe
50116222;RHEA HOLDINGS 1 SARL;Luxembourg;Western Europe
50116239;H.I.G. LUXEMBOURG HOLDINGS 56 SARL;Luxembourg;Western Europe
50116490;EQT Public Value (No. 1) SCSp;Luxembourg;Western Europe
50116491;EQT Public Value (No. 2) SCSp;Luxembourg;Western Europe
50116565;Datamars SA;Switzerland;Western Europe
50116571;AEV International Pte. Ltd.;Singapore;Asia
50116986;Harvest Midstream I, L.P.;United States;North America
50117043;ECOBAT Supply and Trading GmbH;Germany;Western Europe
50117057;Dia Kanun Ltd.;Japan;Asia
50117089;Verisure Midholding AB;Sweden;Western Europe
50117149;HIG LUXEMBOURG HOLDINGS 71 SARL;Luxembourg;Western Europe
50117157;HIG LUXEMBOURG HOLDINGS 73 SARL;Luxembourg;Western Europe
50117268;Twin C.V.;Netherlands;Western Europe
50117337;HIG LUXEMBOURG HOLDINGS 77 SARL;Luxembourg;Western Europe
50117345;HIG LUXEMBOURG HOLDINGS 79 SARL;Luxembourg;Western Europe
50117500;SNC Fort 783;France;Western Europe
50117511;SNC Fort 784;France;Western Europe
50117527;AL-Perdido Financing LLC;United States;North America
50117719;IX Infrastructure Pty Ltd;Australia;Australia
50117747;Currencycloud B.V.;Netherlands;Western Europe
50117763;Accorde Kozep-Europai Reszveny Alap;Hungary;Central and Eastern Europe
50117797;Cathay Petroleum International Pte Ltd;Singapore;Asia
50117808;SCANALLOYS LV SIA;Latvia;Central and Eastern Europe
50117824;Squadra Azzura Navigation Inc.;Greece;Western Europe
50117827;Goodwin Trading Inc.;Greece;Western Europe
50117877;Messer Industries USA, Inc.;United States;North America
50118953;Neptune Energy East Ganal B.V.;Netherlands;Western Europe
50119061;Neptune Energy East Sepinggan B.V.;Netherlands;Western Europe
50119098;Genesis Specialist Care Finance UK Limited;United Kingdom;Western Europe
50119098;Genesis Specialist Care Finance UK Limited;Australia;Australia
50119104;Packaging PrintCo;Belgium;Western Europe
50119104;Packaging Printco NV;Belgium;Western Europe
50119120;Camelot Security Solutions SARL;France;Western Europe
50119129;Nouryon USA LLC;United States;North America
50119152;CD&R Energy Advisor LLC;United States;North America
50119155;CD&R Energy B LLC;United States;North America
50119159;CD&R Energy Holdings LP;United States;North America
50119166;ÖBB-Finanzierungsservice GmbH;Austria;Western Europe
50119199;Transportadora Associada de Gas S.A.;Brazil;Latin America
50119202;IXM Trading LLC;United States;North America
50119203;Color Compass Corporation;Canada;North America
50119203;1176691 B.C. Ltd.;Canada;North America
50119429;FLIP No.200 Co., Ltd.;Japan;Asia
50119497;GARTNER Holland B.V.;Netherlands;Western Europe
50119518;Takeaway.com European Operations B.V., Portugal Branch;Portugal;Western Europe
50119519;PG Belfast Multi-Credit Investments II SCA;Luxembourg;Western Europe
50119529;HEVF FEEDER SCSP;Luxembourg;Western Europe
50119533;Datamars Holding S.à.r.l.;Luxembourg;Western Europe
50119544;The Export-Import Bank of China, Chongqing branch;China;Asia
50119550;Logistis Germany Luxembourg 11 SARL;Luxembourg;Western Europe
50119553;Fame Risen Development Limited;Hong Kong;Asia
50119557;Gemeinde Nortrup;Germany;Western Europe
50119577;Brevan Howard Alpha Strategies Master Fund Limited;Cayman Islands;Latin America
50119594;Stichting Algemeen Pensioenfonds Stap regarding Pensioenkring E;Netherlands;Western Europe
50119621;Delin Capital Yellow JV S.à r.l.;Luxembourg;Western Europe
50119622;Omni Bridgeway Advisory Ltd.;United Arab Emirates;Asia
50119654;Michael Kors (Austria) GmbH;Austria;Western Europe
50119656;Michael Kors (Czech Republic) s.r.o.;Czechia;Central and Eastern Europe
50119662;Michael Kors (Hungary) Kft;Hungary;Central and Eastern Europe
50119663;Michael Kors (Ireland) Limited;Ireland;Western Europe
50119672;Truven Health Analytics Brasil Sistemas de Informatica Ltda;Brazil;Latin America
50119684;Esteel Enterprise Pte Ltd;Singapore;Asia
50119695;Stichting Woningmaatschap Rhoon;Netherlands;Western Europe
50119711;De Spiegel B.V.;Netherlands;Western Europe
50119734;CTP Industrial Property CZ, spol. s r.o.;Czechia;Central and Eastern Europe
50119740;EQT VIII CO-INVESTMENT D SCSP;Luxembourg;Western Europe
50120172;Atri Trade Spólka Z Ograniczona Odpowiedzialnoscia Spólka Komandytowa;Poland;Central and Eastern Europe
50122492;Gramos Navigation S.A.;United Kingdom;Western Europe
50122552;Merlini Property Company Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
50122569;Elanqo BV;Belgium;Western Europe
50122573;Mabanaft Energy Trading Inc.;United States;North America
50122632;Clayre & Eef B.V.;Netherlands;Western Europe
50122663;Garrett Motion Inc.;Switzerland;Western Europe
50122723;Ta Chen International, Inc.;United States;North America
50122826;EIF Italian;Italy;Western Europe
